Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A100_1 Spectral Count	A100_2 Spectral Count	A100_3 Spectral Count	A100_4 Spectral Count	A100_5 Spectral Count	A100_6 Spectral Count	A100_7 Spectral Count	A100_8 Spectral Count	B100_1 Spectral Count	B100_2 Spectral Count	B100_3 Spectral Count	B100_4 Spectral Count	B100_5 Spectral Count	B100_6 Spectral Count	B100_7 Spectral Count	B100_8 Spectral Count	A100_1 Unique Spectral Count	A100_2 Unique Spectral Count	A100_3 Unique Spectral Count	A100_4 Unique Spectral Count	A100_5 Unique Spectral Count	A100_6 Unique Spectral Count	A100_7 Unique Spectral Count	A100_8 Unique Spectral Count	B100_1 Unique Spectral Count	B100_2 Unique Spectral Count	B100_3 Unique Spectral Count	B100_4 Unique Spectral Count	B100_5 Unique Spectral Count	B100_6 Unique Spectral Count	B100_7 Unique Spectral Count	B100_8 Unique Spectral Count	A100_1 Total Spectral Count	A100_2 Total Spectral Count	A100_3 Total Spectral Count	A100_4 Total Spectral Count	A100_5 Total Spectral Count	A100_6 Total Spectral Count	A100_7 Total Spectral Count	A100_8 Total Spectral Count	B100_1 Total Spectral Count	B100_2 Total Spectral Count	B100_3 Total Spectral Count	B100_4 Total Spectral Count	B100_5 Total Spectral Count	B100_6 Total Spectral Count	B100_7 Total Spectral Count	B100_8 Total Spectral Count	A100_1 Intensity	A100_2 Intensity	A100_3 Intensity	A100_4 Intensity	A100_5 Intensity	A100_6 Intensity	A100_7 Intensity	A100_8 Intensity	B100_1 Intensity	B100_2 Intensity	B100_3 Intensity	B100_4 Intensity	B100_5 Intensity	B100_6 Intensity	B100_7 Intensity	B100_8 Intensity	A100_1 MaxLFQ Intensity	A100_2 MaxLFQ Intensity	A100_3 MaxLFQ Intensity	A100_4 MaxLFQ Intensity	A100_5 MaxLFQ Intensity	A100_6 MaxLFQ Intensity	A100_7 MaxLFQ Intensity	A100_8 MaxLFQ Intensity	B100_1 MaxLFQ Intensity	B100_2 MaxLFQ Intensity	B100_3 MaxLFQ Intensity	B100_4 MaxLFQ Intensity	B100_5 MaxLFQ Intensity	B100_6 MaxLFQ Intensity	B100_7 MaxLFQ Intensity	B100_8 MaxLFQ Intensity	Indistinguishable Proteins
contam_contam_sp|P07339|CATD_HUMAN	contam_contam_sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1	contam_contam_sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1		412			contam_contam_sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1	0.9257	0.9984	1	3	3	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_contam_sp|P08758|ANXA5_HUMAN	contam_contam_sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	contam_contam_sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2		320			contam_contam_sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	0.951	0.999	1	20	20	20	2	2	0	2	1	2	2	1	1	1	0	1	0	2	2	1	2	2	0	2	1	2	2	1	1	1	0	1	0	2	2	1	2	2	0	2	1	2	2	1	1	1	0	1	0	2	2	1	6500.838	4857.2407	7194.49	6348.877	6516.0347	6045.4697	8545.32	6938.9004	4050.8777	5816.091	4493.1367	0.0	4483.6914	5600.8696	6368.101	6219.2593	6500.838	4857.2407	7194.49	6348.877	6516.0347	6045.4697	8545.32	6938.9004	4050.8777	5816.091	4493.1367	0.0	4483.6914	5600.8696	6368.101	6219.2593	
contam_contam_sp|P09211|GSTP1_HUMAN	contam_contam_sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2	contam_contam_sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2		210			contam_contam_sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2	1.0	0.999	14	431	431	431	23	30	18	30	23	31	27	23	26	28	28	27	30	30	26	31	23	30	18	30	23	31	27	23	26	28	28	27	30	30	26	31	23	30	18	30	23	31	27	23	26	28	28	27	30	30	26	31	158123.98	148018.36	177515.14	157088.7	168617.77	167439.16	163036.42	154324.78	143836.78	155943.52	145919.08	142389.36	157634.52	153280.44	154845.7	169621.55	20342.64	21598.773	23173.467	20610.236	21676.701	21040.025	21106.1	19612.807	19253.213	19575.084	19128.576	18607.215	20204.758	20238.201	20425.164	21599.309	
contam_contam_sp|P10599|THIO_HUMAN	contam_contam_sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	contam_contam_sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3		105			contam_contam_sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	1.0	0.999	6	139	139	139	9	11	6	7	10	6	7	8	9	7	9	10	10	10	8	12	9	11	6	7	10	6	7	8	9	7	9	10	10	10	8	12	9	11	6	7	10	6	7	8	9	7	9	10	10	10	8	12	55847.348	53035.266	50227.05	50862.508	53664.84	55184.164	58001.133	39435.703	48268.297	54512.363	48580.203	36698.086	49858.957	56405.754	60187.586	53988.742	16467.658	16187.216	15159.683	15883.881	16781.492	17162.752	17545.748	14544.486	16919.16	16393.973	17836.797	16717.148	17465.775	16532.57	17217.137	17430.3	
contam_contam_sp|P12081|HARS1_HUMAN	contam_contam_sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2	contam_contam_sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2		509			contam_contam_sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2	1.0	0.9988	4	13	13	13	1	0	0	0	0	1	1	1	0	2	0	1	3	1	1	1	1	0	0	0	0	1	1	1	0	2	0	1	3	1	1	1	1	0	0	0	0	1	1	1	0	2	0	1	3	1	1	1	3284.8442	0.0	6107.4043	3381.4258	2862.5378	2822.7717	0.0	4259.632	3935.687	6803.4453	4846.3545	6670.3633	3833.3408	6754.8213	6268.543	5971.943	3257.0735	0.0	3202.262	3707.9553	3138.9607	3095.3545	0.0	4223.62	3902.414	3450.3538	2511.2932	3468.707	4203.51	3502.3	3268.8718	3124.4766	
contam_contam_sp|P13645|K1C10_HUMAN	contam_contam_sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	contam_contam_sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6		584			contam_contam_sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	0.9999	0.9956	3	9	9	19	1	1	0	1	1	2	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	2	1	1	1	0	0	0	0	0	0	0	2	2	0	1	2	4	2	1	1	0	0	0	1	2	1	0	4652.801	5563.659	4699.213	6175.096	4090.0244	7229.046	4148.1177	4565.178	4192.9336	3532.693	4213.9644	3412.2905	3089.1982	2578.4858	2539.6733	2268.966	4652.801	5563.659	4699.213	6175.096	4090.0244	7229.046	4148.1177	4565.178	4192.9336	3532.693	4213.9644	3412.2905	3089.1982	2578.4858	2539.6733	2268.966	
contam_contam_sp|P35527|K1C9_HUMAN	contam_contam_sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	contam_contam_sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3		623			contam_contam_sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	0.951	0.999	1	17	17	17	2	2	0	2	2	1	2	1	1	1	1	0	1	1	0	0	2	2	0	2	2	1	2	1	1	1	1	0	1	1	0	0	2	2	0	2	2	1	2	1	1	1	1	0	1	1	0	0	5751.829	6860.8584	7380.713	5409.188	5938.474	6362.2705	4852.76	6544.7456	3788.2473	2533.1465	3280.004	3084.4731	3290.5925	3340.7761	2463.164	3041.4604	5751.829	6860.8584	7380.713	5409.188	5938.474	6362.2705	4852.76	6544.7456	3788.2473	2533.1465	3280.004	3084.4731	3290.5925	3340.7761	2463.164	3041.4604	
contam_contam_sp|P62937|PPIA_HUMAN	contam_contam_sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	contam_contam_sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2		165			contam_contam_sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	1.0	0.999	12	501	428	501	30	33	23	32	31	31	29	36	30	34	31	35	33	29	29	35	25	28	18	28	26	27	25	31	26	28	27	31	28	24	26	30	30	33	23	32	31	31	29	36	30	34	31	35	33	29	29	35	250801.94	236092.97	239001.9	236561.72	219252.67	219822.06	230533.67	249584.47	243795.38	256508.62	245716.52	242515.3	242751.84	252266.56	249500.66	230636.27	51018.12	51045.35	47763.586	47760.5	48899.203	44544.83	43287.45	47775.14	48021.04	49978.79	50968.926	49603.887	53499.07	51378.29	51904.227	53193.84	
contam_contam_sp|P62979|RS27A_HUMAN	contam_contam_sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2	contam_contam_sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2		156			contam_contam_sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2	1.0	0.999	10	274	10	274	15	17	15	14	16	15	18	21	16	19	15	19	21	17	18	18	0	1	0	0	1	0	0	1	0	0	1	1	2	1	1	1	15	17	15	14	16	15	18	21	16	19	15	19	21	17	18	18	197988.2	195524.88	195277.5	189902.7	196160.27	149275.25	190846.6	186470.6	183627.6	178767.75	201387.55	177272.88	185802.55	184431.88	194595.97	195448.83	60177.73	59525.492	56396.24	57375.766	60757.19	56277.664	61898.543	59592.258	57235.305	52960.125	58534.223	58158.676	58324.516	58151.695	59300.48	60845.383	
contam_contam_sp|P63165|SUMO1_HUMAN	contam_contam_sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1	contam_contam_sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1		101			contam_contam_sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1	0.9086	0.998	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_contam_sp|P63279|UBC9_HUMAN	contam_contam_sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1	contam_contam_sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1		158			contam_contam_sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1	1.0	0.999	3	44	44	44	1	3	2	2	2	3	3	1	3	4	3	3	4	4	3	3	1	3	2	2	2	3	3	1	3	4	3	3	4	4	3	3	1	3	2	2	2	3	3	1	3	4	3	3	4	4	3	3	8409.941	11988.471	13281.731	9022.289	8684.26	10404.376	11620.28	9216.447	15824.934	8499.1	15275.409	14767.867	15176.926	16066.782	14688.008	15082.086	4520.6543	4754.484	5631.805	4843.7993	4677.9346	5536.2295	6018.9316	4927.173	6617.1323	6054.8916	6181.0854	6192.1445	5830.7227	6849.5444	6285.154	6399.79	
contam_contam_sp|P68871|HBB_HUMAN	contam_contam_sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2	contam_contam_sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2		147			contam_contam_sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2	0.9694	0.9973	2	1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	1	2	2	1	2	2	3	3	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4251.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P02042|HBD_HUMAN
