Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A50_1 Spectral Count	A50_2 Spectral Count	A50_3 Spectral Count	A50_4 Spectral Count	A50_5 Spectral Count	A50_6 Spectral Count	A50_7 Spectral Count	A50_8 Spectral Count	B50_1 Spectral Count	B50_2 Spectral Count	B50_3 Spectral Count	B50_4 Spectral Count	B50_5 Spectral Count	B50_6 Spectral Count	B50_7 Spectral Count	B50_8 Spectral Count	A50_1 Unique Spectral Count	A50_2 Unique Spectral Count	A50_3 Unique Spectral Count	A50_4 Unique Spectral Count	A50_5 Unique Spectral Count	A50_6 Unique Spectral Count	A50_7 Unique Spectral Count	A50_8 Unique Spectral Count	B50_1 Unique Spectral Count	B50_2 Unique Spectral Count	B50_3 Unique Spectral Count	B50_4 Unique Spectral Count	B50_5 Unique Spectral Count	B50_6 Unique Spectral Count	B50_7 Unique Spectral Count	B50_8 Unique Spectral Count	A50_1 Total Spectral Count	A50_2 Total Spectral Count	A50_3 Total Spectral Count	A50_4 Total Spectral Count	A50_5 Total Spectral Count	A50_6 Total Spectral Count	A50_7 Total Spectral Count	A50_8 Total Spectral Count	B50_1 Total Spectral Count	B50_2 Total Spectral Count	B50_3 Total Spectral Count	B50_4 Total Spectral Count	B50_5 Total Spectral Count	B50_6 Total Spectral Count	B50_7 Total Spectral Count	B50_8 Total Spectral Count	A50_1 Intensity	A50_2 Intensity	A50_3 Intensity	A50_4 Intensity	A50_5 Intensity	A50_6 Intensity	A50_7 Intensity	A50_8 Intensity	B50_1 Intensity	B50_2 Intensity	B50_3 Intensity	B50_4 Intensity	B50_5 Intensity	B50_6 Intensity	B50_7 Intensity	B50_8 Intensity	A50_1 MaxLFQ Intensity	A50_2 MaxLFQ Intensity	A50_3 MaxLFQ Intensity	A50_4 MaxLFQ Intensity	A50_5 MaxLFQ Intensity	A50_6 MaxLFQ Intensity	A50_7 MaxLFQ Intensity	A50_8 MaxLFQ Intensity	B50_1 MaxLFQ Intensity	B50_2 MaxLFQ Intensity	B50_3 MaxLFQ Intensity	B50_4 MaxLFQ Intensity	B50_5 MaxLFQ Intensity	B50_6 MaxLFQ Intensity	B50_7 MaxLFQ Intensity	B50_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	3	23	23	23	1	1	0	2	1	1	1	2	1	2	3	3	0	1	2	2	1	1	0	2	1	1	1	2	1	2	3	3	0	1	2	2	1	1	0	2	1	1	1	2	1	2	3	3	0	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2026.3966	0.0	2253.8533	0.0	1666.8077	2241.3635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2026.3966	0.0	2253.8533	0.0	1666.8077	2241.3635	0.0	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	0.9654	0.9988	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	1.0	0.999	1	6	6	6	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.9989	3	4	4	4	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.9971	2	3	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	13	278	278	278	17	16	18	17	17	15	16	19	16	16	19	19	16	20	16	21	17	16	18	17	17	15	16	19	16	16	19	19	16	20	16	21	17	16	18	17	17	15	16	19	16	16	19	19	16	20	16	21	74824.86	70846.414	78555.54	86631.92	78975.66	85110.74	73774.24	86956.98	83194.484	84005.21	89539.75	74916.93	82781.266	82728.36	100067.42	90854.17	14310.83	15485.452	15461.5	15692.195	15495.365	15546.182	15102.513	15695.43	16011.446	15388.029	15646.224	15511.403	16042.317	15525.789	17570.186	16577.865	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	3	10	10	10	1	0	1	1	1	0	1	1	0	0	0	2	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	2	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	2	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens	1:Experimental evidence at protein level	Importin-5	1.0	0.999	3	36	36	36	2	2	2	1	3	3	3	2	2	1	2	4	1	2	2	4	2	2	2	1	3	3	3	2	2	1	2	4	1	2	2	4	2	2	2	1	3	3	3	2	2	1	2	4	1	2	2	4	0.0	0.0	3452.2087	4909.8735	2265.5654	4249.255	0.0	3649.8464	0.0	3829.7754	0.0	0.0	2537.4878	0.0	0.0	2265.5657	0.0	0.0	3452.2087	4909.8735	2265.5654	4249.255	0.0	3649.8464	0.0	0.0	0.0	0.0	2537.4878	0.0	0.0	2265.5657	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	0.905	0.9964	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	0.9995	0.999	2	11	11	13	0	2	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2	3	1	0	0	0	0	0	0	0	0.0	0.0	1757.9054	0.0	0.0	0.0	0.0	1527.2094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1757.9054	0.0	0.0	0.0	0.0	1527.2094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	0.9686	0.9989	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0	0.999	1	6	6	6	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	2	3	3	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0	0.999	8	92	51	92	5	3	6	7	5	7	7	5	5	7	7	7	6	6	4	5	4	2	4	5	4	5	5	2	1	3	2	2	4	4	1	3	5	3	6	7	5	7	7	5	5	7	7	7	6	6	4	5	6323.8916	0.0	6356.755	0.0	6503.299	0.0	5987.7363	5914.5996	6471.0264	5424.4473	6526.168	7344.2236	5756.787	3960.3528	4889.626	3893.9268	4153.0547	0.0	6418.828	0.0	6566.803	0.0	6046.2065	5972.3555	3967.9255	3249.4172	4089.7793	3994.624	3637.6743	3999.0254	3853.8765	3931.9507	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0	0.999	3	13	13	13	2	2	0	0	2	1	1	1	1	0	0	2	0	0	1	0	2	2	0	0	2	1	1	1	1	0	0	2	0	0	1	0	2	2	0	0	2	1	1	1	1	0	0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	Homo sapiens	1:Experimental evidence at protein level	Pyridoxal kinase	0.9157	0.9968	1	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O13516|RS9A_YEAST	O13516	RS9A_YEAST	RPS9A	197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS4A	0.9995	0.999	3	6	6	8	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	2	0	0	0	1	0	0	1	0	0	0.0	0.0	3137.4797	3456.6628	0.0	1460.8281	0.0	1399.7354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3137.4797	3456.6628	0.0	1460.8281	0.0	1399.7354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O13535|YH11B_YEAST	O13535	YH11B_YEAST	TY1B-H	1793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	3:Protein inferred from homology	Transposon Ty1-H Gag-Pol polyprotein	1.0	0.999	2	5	0	5	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2513.0488	0.0	1487.9072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2513.0488	0.0	1487.9072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|O74302|YD13A_YEAST, sp|P0C2I2|YD14B_YEAST, sp|P0C2I3|YD15B_YEAST, sp|P0C2I4|YH11A_YEAST, sp|P0C2I5|YL12B_YEAST, sp|P0C2I6|YL13B_YEAST, sp|P0C2I8|YL14A_YEAST, sp|P0C2I9|YP12B_YEAST, sp|P0C2J0|YP13B_YEAST, sp|P0C2J1|YP14B_YEAST, sp|P0CX57|YA11A_YEAST, sp|P0CX58|YP12A_YEAST, sp|P0CX59|YO12A_YEAST, sp|P0CX60|YP13A_YEAST, sp|P0CX65|YD14A_YEAST, sp|P0CX66|YE12A_YEAST, sp|P0CX67|YG13A_YEAST, sp|P0CX68|YL11A_YEAST, sp|P0CX69|YM14A_YEAST, sp|P0CX70|YD15A_YEAST, sp|P0CX71|YE11A_YEAST, sp|P0CX72|YL12A_YEAST, sp|P0CX73|YP11A_YEAST, sp|P0CX74|YJ11A_YEAST, sp|P0CX75|YL13A_YEAST, sp|P0CX76|YM12A_YEAST, sp|P47098|YJ11B_YEAST, sp|P47099|YJ12A_YEAST, sp|P47100|YJ12B_YEAST, sp|Q03434|YM12B_YEAST, sp|Q03612|YE11B_YEAST, sp|Q03619|YE12B_YEAST, sp|Q03855|YD11B_YEAST, sp|Q03856|YD11A_YEAST, sp|Q04670|YM14B_YEAST, sp|Q04706|YM11A_YEAST, sp|Q04711|YM11B_YEAST, sp|Q07793|YD13B_YEAST, sp|Q12085|YG11A_YEAST, sp|Q12088|YL11B_YEAST, sp|Q12141|YG11B_YEAST, sp|Q12193|YB12B_YEAST, sp|Q12217|YB12A_YEAST, sp|Q12269|YG12B_YEAST, sp|Q12273|YO11B_YEAST, sp|Q12316|YG13B_YEAST, sp|Q12414|YP11B_YEAST, sp|Q12441|YD12A_YEAST, sp|Q12470|YN12A_YEAST, sp|Q12485|YG12A_YEAST, sp|Q6Q5H1|YP14A_YEAST, sp|Q92392|YO11A_YEAST, sp|Q92393|YO12B_YEAST, sp|Q99231|YD12B_YEAST, sp|Q99337|YN12B_YEAST
sp|O14455|RL36B_YEAST	O14455	RL36B_YEAST	RPL36B	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL36B	0.9699	0.9989	1	14	0	14	2	1	2	1	2	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	1	1	1	0	1	1	0	0	0	0	1	4966.982	0.0	6532.725	7246.1147	5423.0444	6070.7734	6372.679	0.0	4397.642	4250.605	3796.5117	3679.385	3574.494	3182.959	4090.1978	4337.553	4966.982	0.0	6532.725	7246.1147	5423.0444	6070.7734	6372.679	0.0	4397.642	4250.605	3796.5117	3679.385	3574.494	3182.959	4090.1978	4337.553	sp|P05745|RL36A_YEAST
sp|O14519|CDKA1_HUMAN	O14519	CDKA1_HUMAN	CDK2AP1	115	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 2-associated protein 1	0.9705	0.999	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
